joined,churned
2/5/18 19:00,3/5/18 19:00
6/26/18 23:33,7/26/18 23:33
3/9/18 10:25,4/9/18 10:25
12/11/17 0:19,1/11/18 0:19
3/7/18 6:23,7/7/18 6:23
3/16/18 16:21,4/23/18 16:21
4/22/18 9:28,5/22/18 9:28
5/30/18 22:23,8/31/18 0:23
11/29/17 23:25,12/29/17 23:25
6/28/18 9:13,8/28/18 11:13
3/12/18 21:34,8/12/18 21:34
9/10/17 21:40,10/10/17 21:40
7/23/18 17:33,8/23/18 17:33
2/17/18 16:59,8/18/18 13:27
3/6/18 19:04,4/6/18 18:04
12/10/17 9:59,1/10/18 9:59
3/26/18 21:59,4/26/18 21:59
10/12/17 1:05,11/12/17 1:05
7/18/17 2:25,10/18/17 2:25
2/25/18 7:47,5/25/18 7:47
3/14/18 3:20,8/14/18 5:20
10/3/17 0:08,11/3/17 0:08
11/20/17 0:46,12/20/17 0:46
10/23/17 17:30,11/23/17 18:30
8/31/17 5:13,10/1/17 5:13
7/20/17 20:18,8/20/17 20:18
1/29/18 1:56,3/1/18 1:56
9/3/17 4:17,10/3/17 4:17
12/31/17 23:11,8/29/18 1:11
12/31/17 2:33,1/31/18 2:32
12/30/17 9:01,1/30/18 9:00
2/18/18 6:50,6/18/18 5:50
2/7/18 17:40,7/7/18 16:40
4/18/18 18:12,5/18/18 18:12
2/28/18 16:39,4/4/18 16:39
3/4/18 23:37,4/4/18 23:37
7/17/18 1:36,8/17/18 1:36
4/26/17 18:48,6/1/17 19:17
5/10/18 20:26,8/10/18 20:26
7/3/18 9:16,8/3/18 9:16
9/11/17 4:44,4/11/18 21:24
5/26/18 5:50,5/26/18 6:10
7/8/18 22:10,8/9/18 0:10
1/7/18 19:24,2/7/18 19:24
7/15/18 12:22,8/15/18 12:22
9/8/17 14:37,11/8/17 15:37
7/6/18 23:55,8/7/18 1:55
7/27/18 23:42,8/27/18 23:42
3/5/18 2:59,5/5/18 2:59
3/9/17 13:56,12/9/17 22:58
3/10/18 2:59,4/10/18 2:59
3/14/18 14:52,5/21/18 14:52
6/10/18 5:42,8/10/18 7:42
7/3/18 13:20,8/3/18 13:19
3/29/17 20:51,4/30/17 23:30
9/14/17 6:30,10/14/17 6:30
5/22/17 5:00,6/22/17 5:00
2/3/18 20:40,3/3/18 20:40
6/4/17 3:41,7/4/17 3:41
5/16/17 3:34,9/4/17 14:08
1/30/18 1:01,3/1/18 1:01
9/30/17 14:48,10/30/17 14:48
11/26/17 5:30,12/26/17 5:30
4/26/18 15:06,5/26/18 15:06
3/30/18 22:39,7/7/18 22:39
12/14/17 0:23,2/14/18 0:23
12/4/17 23:13,1/4/18 23:13
3/29/18 17:21,4/29/18 17:21
5/2/18 3:27,7/2/18 3:27
4/15/17 8:07,5/15/17 8:07
5/30/18 3:15,6/30/18 3:15
5/31/18 22:16,8/31/18 22:16
6/17/18 22:34,8/18/18 0:34
6/25/17 8:36,7/25/17 8:36
6/1/17 13:48,8/1/17 13:48
4/2/18 2:26,5/2/18 2:26
5/2/18 17:05,8/2/18 17:05
11/8/17 21:49,12/8/17 21:49
5/23/17 19:48,6/23/17 19:47
2/3/18 2:12,8/7/18 4:12
12/15/17 23:55,1/15/18 23:55
12/17/17 11:09,1/17/18 11:09
9/25/17 10:05,10/25/17 10:05
6/20/17 18:02,7/20/17 18:02
11/27/17 5:05,12/27/17 5:05
4/23/18 0:21,8/23/18 2:20
12/8/17 12:54,2/15/18 12:53
7/25/18 0:46,8/25/18 2:46
3/13/17 18:59,6/13/17 18:58
3/25/18 7:23,4/25/18 7:23
12/10/17 17:19,1/10/18 17:19
3/6/18 21:20,4/6/18 20:20
4/22/18 16:07,5/22/18 16:07
7/15/18 4:35,8/15/18 6:35
1/5/18 5:18,2/5/18 5:18
9/15/17 19:49,10/15/17 19:49
12/21/17 15:06,8/21/18 17:06
5/5/18 17:13,6/5/18 17:13
11/11/17 19:55,12/11/17 19:55
5/25/18 5:24,7/25/18 5:24
12/3/17 19:01,2/3/18 19:01
9/10/17 1:37,11/10/17 1:37
3/31/18 4:42,4/30/18 4:42
5/3/18 2:49,6/3/18 2:49
6/10/18 0:05,7/10/18 0:05
10/11/17 4:59,12/11/17 4:59
3/7/18 17:53,8/28/18 13:05
4/20/17 17:31,5/27/17 17:30
2/2/18 21:43,3/2/18 21:40
6/3/17 0:49,11/3/17 0:49
5/9/18 1:54,6/9/18 1:54
3/29/18 4:11,4/29/18 4:10
3/1/18 14:32,4/1/18 13:32
3/19/18 11:24,8/19/18 13:22
4/28/18 5:04,5/28/18 5:03
7/14/18 12:20,8/14/18 12:20
6/7/18 5:57,7/7/18 5:57
4/2/18 9:21,5/2/18 9:21
10/20/17 2:56,12/20/17 2:55
6/22/17 5:02,11/29/17 5:02
11/21/17 22:14,8/17/18 22:10
10/2/17 9:13,11/2/17 9:13
3/17/18 13:44,7/4/18 5:44
12/8/17 14:23,1/8/18 14:23
4/19/18 9:46,5/19/18 9:46
7/20/17 0:35,8/20/17 0:35
5/23/18 22:01,6/30/18 22:01
2/3/18 20:03,3/3/18 20:03
3/29/18 0:19,4/29/18 0:19
1/23/18 18:55,4/23/18 18:54
12/19/17 4:00,7/19/18 3:00
10/11/17 5:16,11/11/17 6:16
4/7/18 18:23,5/7/18 18:23
12/2/17 0:59,1/2/18 0:58
9/4/17 7:03,10/4/17 7:03
11/22/17 4:02,12/22/17 4:01
3/1/18 1:53,3/29/18 0:53
2/4/18 10:45,3/4/18 14:40
8/5/18 17:05,9/5/18 17:05
4/29/18 7:20,5/29/18 7:20
1/3/18 2:48,3/3/18 2:48
11/17/17 13:46,8/17/18 15:46
12/16/17 12:39,1/16/18 12:39
6/21/18 7:05,8/21/18 9:05
4/17/18 20:19,5/17/18 20:19
2/8/18 19:46,3/15/18 19:46
6/19/18 3:55,8/19/18 5:54
6/1/18 8:28,9/1/18 10:28
1/8/18 17:10,2/15/18 17:10
8/28/17 6:03,9/28/17 6:02
10/27/17 9:02,11/27/17 9:01
8/20/17 4:51,9/20/17 4:51
10/14/17 21:54,3/25/18 10:07
6/2/18 7:22,7/2/18 7:22
7/27/18 10:09,8/27/18 10:09
12/5/17 13:15,3/5/18 13:15
12/27/17 17:14,1/27/18 17:14
4/25/18 0:50,5/25/18 0:50
4/17/18 5:11,5/17/18 5:11
7/1/18 10:52,8/7/18 12:52
1/3/18 1:27,8/28/18 19:56
2/26/18 8:43,5/26/18 7:43
11/23/17 20:33,12/30/17 20:33
7/20/17 0:55,8/20/17 0:55
5/16/18 7:21,6/16/18 7:21
4/30/18 6:46,5/30/18 6:46
2/10/18 5:22,3/10/18 5:22
7/22/18 6:35,8/22/18 6:35
11/11/17 15:11,12/11/17 15:11
1/28/18 9:31,4/3/18 5:04
5/17/18 2:51,6/17/18 2:51
2/23/18 3:51,3/30/18 3:51
6/16/18 6:52,8/16/18 6:51
3/1/17 7:21,11/13/17 5:09
4/2/18 4:05,6/2/18 4:05
12/24/17 4:48,5/24/18 3:48
3/12/17 13:19,7/12/17 13:19
8/17/17 9:43,12/24/17 9:43
6/11/18 3:24,7/11/18 3:23
9/26/17 11:31,11/2/17 11:31
4/14/18 17:36,7/21/18 17:36
4/9/18 5:15,8/9/18 5:15
3/27/18 21:09,4/27/18 21:08
1/24/18 16:49,2/24/18 16:49
8/4/17 16:43,9/4/17 16:43
4/30/18 2:00,6/30/18 1:59
8/1/18 1:44,9/1/18 3:44
2/11/18 4:56,5/11/18 3:56
6/24/18 15:34,8/24/18 15:34
3/26/17 21:48,12/26/17 21:46
12/29/17 4:18,8/28/18 7:58
1/28/18 22:05,2/28/18 22:05
7/28/18 18:03,8/28/18 20:03
5/21/18 2:45,8/21/18 2:45
11/15/17 21:15,5/6/18 0:04
1/14/18 15:46,2/14/18 15:46
2/7/18 4:53,7/7/18 3:53
4/25/17 1:29,6/1/17 1:29
2/4/18 5:00,3/4/18 5:00
5/11/18 22:47,6/11/18 22:47
9/10/17 20:31,5/17/18 20:22
4/29/18 7:14,5/29/18 7:14
2/19/18 2:53,4/19/18 1:53
9/28/17 23:36,12/1/17 4:08
7/16/18 10:14,8/16/18 10:14
9/24/17 19:49,2/24/18 13:55
9/19/17 16:22,10/19/17 16:22
3/18/18 21:19,4/18/18 21:19
10/26/17 3:14,11/26/17 3:12
4/3/17 19:42,9/3/18 21:42
10/27/17 14:00,11/27/17 15:00
3/12/18 19:38,5/12/18 19:38
3/24/17 4:36,7/1/17 4:35
12/23/17 7:04,8/23/18 9:04
11/6/17 3:19,2/22/18 22:21
5/6/17 22:08,6/8/17 3:41
11/17/17 22:51,12/17/17 22:51
4/10/18 14:12,6/10/18 14:12
1/15/18 2:46,2/15/18 2:45
1/11/18 6:12,8/12/18 18:06
4/8/18 5:25,8/20/18 18:04
2/28/17 23:41,4/28/17 23:40
6/16/18 19:09,8/16/18 19:09
9/1/17 18:58,10/1/17 18:58
7/4/18 5:51,8/4/18 5:50
5/20/17 2:40,6/20/17 2:40
1/7/18 15:42,2/7/18 15:42
1/26/18 16:35,4/26/18 15:35
9/23/17 3:13,5/3/18 9:16
8/21/17 1:58,9/21/17 1:58
2/16/18 21:55,7/3/18 17:06
12/29/17 14:58,1/29/18 14:58
3/4/18 1:24,4/4/18 0:24
7/8/18 13:49,8/8/18 13:49
2/11/18 17:55,3/11/18 17:54
10/11/16 22:21,11/11/16 23:21
12/12/17 21:45,1/12/18 21:44
3/25/17 20:23,4/25/18 20:23
10/26/17 10:33,2/28/18 15:19
6/29/18 6:01,8/29/18 8:01
7/9/18 17:56,8/9/18 19:56
9/7/17 17:24,8/7/18 17:24
12/14/17 22:47,1/14/18 22:45
2/8/17 0:19,8/8/18 2:19
7/20/18 5:44,8/20/18 7:44
6/15/18 19:03,8/15/18 21:02
1/17/18 20:51,2/17/18 20:51
6/30/18 13:14,8/30/18 13:14
12/23/17 2:04,1/23/18 2:04
4/1/18 8:24,5/1/18 8:24
1/12/18 23:32,2/12/18 23:32
6/6/18 2:33,9/6/18 2:33
12/26/17 23:06,2/26/18 23:05
4/30/18 14:25,6/6/18 14:25
5/12/17 22:04,6/13/17 23:19
4/12/18 6:36,5/12/18 6:36
3/27/18 3:59,8/27/18 5:59
5/16/18 5:05,6/16/18 5:05
6/22/18 6:43,7/29/18 6:43
3/11/18 6:37,4/11/18 5:37
6/10/18 21:21,7/10/18 21:21
12/25/17 23:44,1/25/18 23:44
11/12/17 9:20,8/20/18 4:06
4/1/18 16:22,5/1/18 16:22
5/23/17 1:36,6/24/17 4:21
7/16/17 22:14,9/23/17 22:14
10/25/17 16:38,3/25/18 16:38
1/12/18 14:51,2/12/18 14:51
1/12/18 10:16,2/19/18 10:16
1/30/18 16:29,6/4/18 16:29
11/20/17 0:27,7/22/18 15:58
8/14/17 0:14,9/14/17 0:14
8/6/18 10:34,9/6/18 12:33
2/27/18 15:34,8/27/18 14:34
10/26/17 9:23,12/3/17 9:22
5/16/18 3:27,6/16/18 3:27
12/4/17 23:45,4/4/18 22:45
3/9/18 10:54,4/16/18 10:53
9/27/17 8:54,5/27/18 8:54
9/28/17 4:07,11/4/17 4:07
2/24/18 3:46,3/24/18 3:46
12/14/17 2:51,1/14/18 2:51
9/23/17 16:01,3/23/18 16:01
12/10/17 2:39,3/10/18 2:39
3/17/18 16:06,5/17/18 16:05
8/3/18 23:11,9/3/18 23:11
4/11/18 22:16,5/11/18 22:16
11/23/17 0:23,12/23/17 0:23
4/9/18 6:56,6/9/18 6:55
11/10/17 23:16,7/12/18 7:35
7/4/18 21:23,8/6/18 23:23
6/19/18 7:18,8/19/18 9:17
12/14/17 11:32,1/14/18 11:32
12/14/17 23:31,2/14/18 23:31
3/23/17 17:42,4/30/17 17:41
4/4/18 11:52,8/25/18 21:00
4/3/18 2:51,6/3/18 2:51
8/6/18 14:43,9/6/18 14:43
9/26/17 15:59,11/26/17 15:59
10/26/17 4:22,11/26/17 5:22
5/7/18 5:55,7/7/18 5:54
11/6/17 14:12,1/6/18 14:12
2/2/18 7:53,3/9/18 7:53
3/18/18 0:40,8/18/18 2:40
5/20/18 23:33,6/20/18 23:33
5/26/17 18:07,11/8/17 23:04
1/5/18 7:32,2/5/18 7:32
10/9/17 6:22,11/9/17 7:22
12/14/17 23:23,8/15/18 1:22
12/25/17 3:00,4/12/18 6:27
10/23/17 7:43,12/23/17 15:28
3/12/18 0:56,6/12/18 9:54
2/2/18 22:41,5/9/18 22:41
7/6/18 11:35,8/6/18 11:35
5/27/18 14:31,6/27/18 14:31
7/30/18 16:03,8/30/18 16:03
2/18/18 21:30,4/18/18 20:30
7/30/18 21:51,8/30/18 21:51
3/24/18 1:48,7/18/18 21:37
9/12/17 20:54,10/12/17 20:54
3/26/17 2:46,5/3/17 2:46
5/26/18 5:55,7/3/18 5:55
5/23/18 2:23,8/23/18 4:23
10/23/17 20:17,11/23/17 21:17
2/15/18 0:23,3/14/18 23:23
6/21/18 4:19,8/21/18 6:19
6/16/17 20:21,7/16/17 20:21
11/14/17 17:08,12/14/17 17:08
5/22/18 3:06,8/22/18 3:06
9/19/17 5:00,8/20/18 9:04
3/1/18 4:09,4/30/18 22:43
5/11/17 10:43,7/12/17 17:33
6/23/17 4:38,7/23/17 4:37
7/8/17 20:22,1/8/18 20:22
4/23/18 21:32,5/30/18 21:32
12/26/17 13:49,1/26/18 13:49
7/30/18 15:42,8/30/18 15:42
10/24/17 10:26,8/24/18 10:26
6/30/17 18:11,9/6/17 18:10
2/4/18 3:06,4/4/18 3:06
6/9/18 3:15,7/9/18 3:15
6/29/18 4:54,8/29/18 4:54
8/1/18 0:46,9/1/18 2:45
9/14/17 20:59,2/14/18 20:58
11/28/17 17:05,12/28/17 17:05
3/13/18 23:56,4/13/18 23:56
4/2/18 6:25,5/2/18 6:25
7/23/18 13:38,8/23/18 13:38
6/5/18 12:04,7/5/18 12:02
5/17/18 13:07,6/24/18 13:06
8/31/17 15:39,10/7/17 15:39
9/21/17 23:40,10/21/17 23:39
6/11/18 0:50,8/11/18 2:50
9/16/17 13:32,10/16/17 13:32
3/6/18 3:57,4/6/18 3:56
7/12/18 6:19,8/12/18 8:18
2/7/18 8:47,3/7/18 8:47
3/7/18 11:23,4/7/18 10:23
4/28/18 12:24,5/28/18 12:24
7/29/18 13:20,8/29/18 15:19
7/24/18 3:07,8/24/18 3:07
5/26/18 22:12,6/26/18 22:12
6/20/18 16:03,8/20/18 16:03
3/11/18 23:57,8/12/18 1:57
7/11/18 20:55,8/11/18 20:55
3/4/18 22:02,5/4/18 21:02
4/26/17 5:51,5/26/17 5:51
6/7/17 10:18,7/13/17 11:27
12/25/17 7:12,1/25/18 7:12
10/11/17 4:06,11/11/17 5:06
3/11/18 21:04,4/11/18 21:03
8/6/18 8:12,9/6/18 8:12
7/21/18 21:32,8/21/18 21:31
3/10/18 22:02,7/7/18 10:06
2/14/18 16:52,6/14/18 15:52
7/13/18 22:22,8/13/18 22:22
4/24/18 16:09,5/24/18 16:09
10/11/17 14:39,11/11/17 15:39
2/8/18 0:46,4/8/18 0:46
6/6/17 20:07,7/6/17 20:06
9/11/17 19:22,10/11/17 19:22
6/11/18 7:44,8/11/18 9:44
5/2/17 23:28,9/9/17 23:28
7/30/18 5:52,8/30/18 5:52
11/18/17 9:06,12/18/17 9:06
11/22/17 21:50,3/25/18 9:53
11/9/17 2:47,2/16/18 2:45
6/12/18 20:01,7/12/18 20:01
11/30/16 22:14,12/30/16 22:14
12/23/17 4:51,1/30/18 4:51
3/23/18 21:00,8/23/18 23:00
1/8/18 12:36,8/8/18 14:36
5/2/18 23:58,9/2/18 23:58
7/28/18 6:05,8/28/18 6:03
5/17/18 17:50,6/17/18 17:50
7/26/17 7:12,8/26/17 7:12
6/24/18 3:29,8/24/18 3:29
5/31/18 20:47,7/31/18 20:47
9/29/17 5:54,12/6/17 5:54
10/14/17 22:16,2/14/18 23:16
1/12/18 2:41,4/12/18 1:41
7/17/18 19:01,8/17/18 19:01
1/19/18 19:37,2/19/18 19:37
10/17/17 5:45,11/24/17 5:45
5/20/17 16:41,6/27/17 16:41
3/24/18 2:34,4/24/18 2:34
10/23/17 6:25,11/23/17 6:25
12/20/17 20:28,1/20/18 20:28
4/7/17 5:05,8/7/18 7:05
9/5/17 4:20,10/5/17 4:20
2/18/18 4:33,2/18/18 5:11
7/11/17 16:52,8/12/17 20:02
6/20/18 8:03,7/20/18 8:03
4/25/18 16:17,8/26/18 13:58
6/20/17 2:42,5/20/18 2:41
7/24/18 15:45,8/24/18 17:45
7/12/18 13:10,8/12/18 13:10
7/19/18 13:41,8/19/18 13:41
6/13/18 7:10,8/13/18 9:09
5/21/18 22:57,6/28/18 22:57
6/1/17 20:03,8/7/18 22:03
7/6/17 2:04,4/28/18 20:11
10/4/17 11:10,11/4/17 11:10
6/5/18 2:03,9/5/18 4:03
4/7/18 3:32,8/7/18 5:32
12/30/17 5:05,3/7/18 5:05
4/17/18 3:56,5/17/18 3:56
4/30/18 7:27,5/30/18 7:27
12/15/17 19:49,2/15/18 19:49
6/27/18 1:14,8/27/18 1:14
10/27/17 14:15,1/27/18 14:15
11/3/17 1:10,8/15/18 23:13
7/8/18 12:28,8/8/18 12:28
2/2/18 7:13,3/2/18 7:13
5/31/18 22:01,7/31/18 22:01
3/20/18 10:42,4/20/18 10:42
7/8/18 20:24,8/8/18 22:24
1/13/18 4:56,2/13/18 4:56
7/14/18 0:49,8/14/18 2:49
2/21/18 16:05,7/21/18 15:05
10/4/17 1:10,9/4/18 1:10
12/6/17 3:59,1/6/18 3:59
1/24/18 7:02,2/24/18 7:02
4/16/18 17:24,8/16/18 19:24
9/16/17 16:17,10/16/17 16:17
4/27/18 22:53,7/27/18 22:53
6/8/17 4:57,2/15/18 4:57
3/3/18 6:20,4/10/18 6:20
5/13/18 18:15,8/13/18 20:15
9/18/17 3:55,11/18/17 3:55
1/16/18 4:30,5/16/18 4:30
10/1/17 8:44,9/1/18 10:44
4/3/18 6:12,8/19/18 14:22
11/23/17 2:19,12/23/17 2:19
6/29/17 13:14,7/30/17 13:38
12/17/17 15:55,8/17/18 17:54
1/2/18 14:31,2/2/18 14:31
6/5/17 0:42,11/5/17 0:42
1/25/18 15:20,2/25/18 15:20
10/25/17 12:30,12/25/17 12:30
10/3/17 4:06,11/3/17 4:06
5/16/18 11:53,8/16/18 13:53
5/18/18 12:45,8/20/18 10:20
5/8/18 19:53,6/15/18 19:53
3/25/18 9:05,4/25/18 9:05
7/25/18 13:12,8/25/18 15:12
5/31/18 16:31,6/30/18 16:31
5/4/17 3:08,6/4/17 3:08
1/4/18 2:42,2/4/18 2:42
5/13/18 0:55,8/13/18 2:55
5/24/16 13:03,8/24/18 13:03
5/8/18 21:01,6/15/18 21:01
10/19/17 3:04,11/19/17 3:04
1/13/18 7:30,8/13/18 6:30
3/20/18 11:31,8/20/18 22:01
3/12/18 20:02,4/12/18 20:02
2/23/18 20:48,8/23/18 22:48
11/4/17 18:07,12/4/17 19:07
3/12/17 17:28,5/29/17 1:52
5/12/18 3:08,6/12/18 3:07
3/15/18 5:44,5/15/18 5:44
7/19/17 7:26,8/19/17 7:26
2/28/18 2:13,4/28/18 1:13
12/27/17 6:48,7/21/18 6:48
5/23/17 3:49,2/22/18 4:32
10/18/17 0:10,11/18/17 1:10
10/23/17 4:40,11/23/17 5:40
12/19/17 13:46,8/19/18 15:46
6/2/18 7:13,7/2/18 7:13
11/25/17 4:03,1/1/18 4:03
1/8/18 5:46,2/8/18 5:46
3/8/18 5:00,4/8/18 4:00
12/28/17 13:22,1/28/18 13:22
7/25/18 15:45,8/25/18 15:45
7/18/18 5:55,8/18/18 5:55
4/26/18 16:44,5/26/18 16:44
3/30/17 18:41,5/7/17 18:41
1/29/18 8:34,3/28/18 8:34
1/19/18 5:50,4/26/18 5:50
7/27/18 7:25,8/27/18 7:25
7/11/18 3:39,8/11/18 3:36
3/28/18 6:53,4/28/18 6:53
12/1/17 19:34,1/1/18 19:34
12/28/17 3:06,1/28/18 3:06
6/23/18 2:36,7/23/18 2:36
1/29/18 23:10,5/5/18 23:09
7/8/18 21:25,8/8/18 21:25
11/2/17 7:01,12/2/17 8:01
3/21/18 15:50,8/21/18 15:50
2/26/18 5:31,8/26/18 4:31
5/30/18 19:55,6/30/18 19:55
1/25/18 5:37,2/25/18 5:37
10/31/17 19:13,8/28/18 21:13
7/21/17 16:17,8/28/17 16:16
12/16/17 13:43,8/16/18 23:34
5/3/18 9:47,6/10/18 9:47
9/11/17 9:54,8/20/18 20:42
5/12/18 11:47,6/19/18 11:46
7/19/17 19:41,5/1/18 4:11
8/6/17 14:14,11/6/17 14:14
4/17/18 9:52,5/17/18 9:52
3/9/17 5:02,7/14/18 10:29
4/15/18 20:49,6/15/18 20:49
11/8/17 6:14,4/15/18 6:13
4/26/18 14:12,5/26/18 14:11
2/17/18 4:30,3/24/18 4:30
1/5/18 6:34,2/5/18 6:34
3/16/18 10:17,7/23/18 10:17
4/26/18 0:05,5/26/18 0:05
8/31/17 5:36,10/1/17 5:36
11/12/17 6:01,12/12/17 6:01
7/28/18 22:25,8/28/18 22:24
6/3/18 16:39,7/3/18 16:39
1/29/18 11:43,2/28/18 11:43
10/8/17 0:05,11/8/17 1:05
3/3/18 8:12,4/10/18 8:12
5/20/17 0:11,7/27/17 0:11
6/19/17 8:51,7/19/17 8:51
4/10/17 2:57,6/17/17 2:57
2/17/18 12:35,8/18/18 14:09
8/25/17 1:43,9/25/17 1:43
4/6/18 15:11,8/6/18 15:10
6/16/18 19:42,8/25/18 9:44
2/16/18 3:40,3/16/18 3:40
3/11/18 2:26,6/11/18 1:26
8/21/17 8:22,10/28/17 8:22
5/9/18 4:36,6/9/18 4:36
1/17/17 23:02,4/17/17 22:02
5/27/18 23:52,6/27/18 23:52
7/30/18 5:00,8/30/18 5:00
6/1/17 13:24,10/1/17 13:24
9/23/17 5:17,10/23/17 5:17
10/6/17 11:33,9/6/18 11:33
6/18/18 6:12,7/18/18 6:12
8/30/17 19:18,9/30/17 19:18
11/7/17 4:06,12/14/17 4:06
6/14/18 2:21,7/14/18 2:21
7/19/18 14:33,8/19/18 14:33
7/27/18 23:05,8/27/18 23:05
2/6/18 10:20,3/6/18 10:20
10/20/17 13:24,1/20/18 14:24
3/27/18 20:14,4/27/18 20:14
5/24/17 9:34,6/24/17 9:34
2/18/18 0:09,4/17/18 23:09
12/20/17 21:29,1/20/18 21:29
7/11/18 4:55,8/11/18 4:55
9/11/17 4:09,1/18/18 4:09
3/29/18 8:52,5/29/18 8:51
12/7/17 20:13,7/7/18 19:13
7/20/18 20:27,8/20/18 22:27
6/8/17 13:09,8/8/17 13:09
4/29/18 13:08,6/5/18 13:08
3/12/17 16:52,4/12/17 16:52
11/16/17 5:45,3/24/18 1:12
5/30/18 0:23,6/30/18 0:23
6/22/17 21:29,8/22/18 23:29
9/21/17 5:05,10/21/17 5:05
7/18/18 7:49,8/18/18 9:49
8/1/18 0:42,9/1/18 2:41
5/4/18 17:54,6/4/18 17:54
9/10/17 20:14,9/10/17 20:29
12/14/17 15:34,1/14/18 15:34
3/12/18 23:02,8/12/18 23:02
11/24/17 6:04,12/24/17 6:04
6/17/17 13:47,7/17/17 13:46
7/19/18 18:03,8/19/18 20:03
3/1/18 0:34,3/28/18 23:34
6/1/18 6:12,7/8/18 6:12
3/15/18 4:12,5/15/18 4:12
8/27/17 3:34,11/27/17 3:34
1/29/18 11:49,2/28/18 11:49
3/18/18 15:43,6/10/18 1:57
6/7/18 12:11,7/7/18 12:11
10/5/17 22:46,11/12/17 22:46
4/17/18 22:19,5/17/18 22:19
2/22/18 0:28,3/22/18 0:28
6/22/17 3:15,7/22/17 3:15
6/5/18 3:47,7/5/18 3:47
12/12/17 14:30,1/12/18 14:30
2/7/18 19:27,3/7/18 19:27
9/22/17 11:47,10/29/17 11:47
6/15/17 17:06,9/15/17 17:06
2/19/18 20:31,3/19/18 20:31
4/23/18 10:44,7/24/18 15:19
6/14/17 16:55,8/21/17 16:54
3/23/17 18:49,5/23/17 18:49
11/22/17 23:25,1/29/18 23:25
3/23/18 15:14,8/24/18 2:47
9/21/17 19:40,2/21/18 20:40
3/19/17 1:28,4/19/17 1:28
7/20/17 1:17,8/20/17 1:17
12/6/17 12:44,1/13/18 12:43
1/8/18 5:07,2/8/18 5:07
9/28/17 23:31,10/28/17 23:31
6/18/17 1:43,5/5/18 19:46
6/20/18 7:02,7/20/18 7:02
4/21/18 18:33,8/21/18 18:33
10/12/17 4:20,11/12/17 4:20
5/15/18 16:18,6/22/18 16:18
4/6/17 4:00,6/6/17 4:00
7/20/18 2:36,8/20/18 2:36
4/9/18 3:28,8/9/18 5:28
12/26/17 19:20,1/26/18 19:20
1/12/17 21:58,6/12/17 21:58
7/11/18 4:58,8/11/18 6:57
5/8/17 19:02,7/8/17 19:02
5/17/18 14:36,8/17/18 16:36
10/21/17 2:52,11/21/17 2:52
1/5/18 3:41,2/5/18 3:41
7/12/18 6:40,8/12/18 8:39
10/11/16 17:59,11/11/16 17:59
10/23/17 11:02,11/23/17 12:02
7/27/18 3:43,8/27/18 3:43
12/10/17 3:56,1/10/18 3:56
9/13/17 3:45,10/13/17 3:45
4/14/18 17:57,5/14/18 17:57
5/11/17 4:05,6/18/17 4:05
12/27/17 3:06,8/27/18 20:41
1/18/18 16:58,2/18/18 16:58
10/26/17 2:32,11/26/17 3:32
11/2/17 10:48,12/2/17 11:48
7/28/17 5:37,8/28/17 5:36
4/1/18 11:43,9/1/18 13:43
7/11/17 11:49,8/11/18 13:49
3/8/17 2:51,10/16/17 7:19
5/30/18 7:16,6/30/18 7:16
7/21/17 2:47,8/21/17 2:47
9/26/17 7:05,10/26/17 7:05
3/28/18 14:36,8/6/18 14:54
7/26/18 23:02,8/26/18 23:02
4/24/18 18:02,8/24/18 20:02
5/16/18 15:03,6/16/18 15:03
10/18/17 11:24,11/18/17 12:24
4/30/17 4:40,6/6/17 4:40
12/28/16 23:47,2/28/17 23:47
2/3/18 6:14,3/3/18 6:14
6/13/17 4:47,8/13/17 4:47
12/5/17 15:16,1/5/18 15:16
4/3/18 11:47,9/3/18 21:46
3/1/18 10:38,5/1/18 10:38
4/13/18 21:13,5/13/18 21:13
1/10/18 9:38,2/10/18 9:38
5/16/18 13:47,8/16/18 13:47
12/7/17 18:48,5/11/18 9:19
2/17/18 19:51,5/24/18 19:51
6/29/18 11:23,7/29/18 11:23
12/27/17 17:54,7/27/18 17:54
8/12/17 2:39,9/12/17 2:39
5/31/18 15:05,8/31/18 15:05
7/2/18 11:50,9/2/18 11:50
10/5/17 21:01,3/17/18 0:24
7/5/18 1:35,9/5/18 1:35
7/16/17 2:18,2/16/18 2:17
4/11/18 5:32,6/11/18 5:32
3/2/18 7:58,7/2/18 7:58
4/1/18 17:10,6/1/18 17:10
12/3/17 9:37,5/3/18 8:37
3/12/18 15:04,4/12/18 15:04
5/18/18 22:30,6/18/18 22:30
2/21/18 16:27,3/28/18 16:27
4/19/18 16:00,5/19/18 16:00
4/25/18 19:21,5/25/18 19:21
4/23/18 3:21,5/23/18 3:21
9/1/17 0:25,10/1/17 0:25
6/3/18 16:57,7/3/18 16:57
11/20/17 9:05,8/20/18 11:05
10/5/17 19:22,11/5/17 20:22
2/1/18 6:48,3/1/18 6:48
1/31/18 10:03,2/28/18 10:00
4/21/18 12:19,8/22/18 3:53
6/12/17 18:47,1/17/18 19:13
4/17/17 3:01,10/13/17 16:59
5/21/17 3:59,6/21/17 3:59
8/12/17 13:08,9/12/17 13:08
10/30/17 3:31,11/30/17 3:31
6/20/18 7:47,7/20/18 7:47
7/23/18 3:58,8/23/18 5:57
2/8/18 16:06,3/8/18 16:06
9/13/17 0:45,10/13/17 0:45
